CourseID,Year,Month,MonthlyEnrollments,MonthlyRevenue,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TeacherID,TeacherName,Expertise,YearsOfExperience,TeacherRating,PriceBand,DurationBucket,RatingTier,ExperienceBucket,Quarter,Season,PastEnrollmentCount,AverageRevenue,RevenuePerEnrollment,AverageMonthlyRevenue,AverageMonthlyEnrollment
CR00010,2025,9,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,3,Autumn,113,0.0,0.0,0.0,15.0
CR00010,2025,10,10,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,4,Autumn,130,0.0,0.0,0.0,14.333333333333334
CR00010,2025,11,23,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Good,10+,4,Autumn,140,0.0,0.0,0.0,12.0
CR00010,2025,12,17,0.0,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Good,10+,4,Winter,163,0.0,0.0,0.0,16.666666666666668
CR00011,2025,1,14,4564.28,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,1,Winter,0,0.0,0.0,0.0,16.5
CR00011,2025,2,14,4564.28,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,1,Winter,14,4564.28,326.02,2282.14,18.5
CR00011,2025,3,9,2934.18,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Short,Average,10+,1,Spring,28,4564.28,326.02,4564.28,14.0
CR00011,2025,4,16,5216.32,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Short,Average,10+,2,Spring,37,4020.9133333333325,326.0199999999999,4020.9133333333334,12.333333333333334
CR00011,2025,5,11,3586.22,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Short,Average,10+,2,Spring,53,4319.764999999999,326.02,4238.259999999999,13.0
CR00011,2025,6,11,3586.22,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00028,Timothy Bailey,Business,3,1.06,Medium,Short,Average,3-5 years,2,Summer,64,4173.056,326.02,3912.24,12.0
CR00011,2025,7,18,5868.36,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,3,Summer,75,4075.25,326.02,4129.586666666666,12.666666666666666
CR00011,2025,8,6,1956.12,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Short,Average,10+,3,Summer,93,4331.408571428571,326.02,4346.933333333333,13.333333333333334
CR00011,2025,9,12,3912.24,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,3,Autumn,99,4034.4975000000004,326.02000000000004,3803.566666666667,11.666666666666666
CR00011,2025,10,16,5216.32,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Short,Average,10+,4,Autumn,111,4020.9133333333334,326.02000000000004,3912.24,12.0
CR00011,2025,11,12,3912.24,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,4,Autumn,127,4140.454,326.02,3694.8933333333334,11.333333333333334
CR00011,2025,12,12,3912.24,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Short,Average,10+,4,Winter,139,4119.7072727272725,326.02,4346.933333333333,13.333333333333334
CR00012,2025,1,20,9758.4,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,1,Winter,0,0.0,0.0,4564.279999999999,14.0
CR00012,2025,2,10,4879.2,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,1,Winter,20,9758.399999999998,487.9199999999999,6835.32,16.0
CR00012,2025,3,21,10246.32,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,1,Spring,30,7318.799999999999,487.91999999999996,7318.799999999999,15.0
CR00012,2025,4,15,7318.8,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00040,Kimberly Miller,Cybersecurity,24,4.58,High,Long,Average,10+,2,Spring,51,8294.64,487.91999999999996,8294.64,17.0
CR00012,2025,5,6,2927.52,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,2,Spring,66,8050.679999999999,487.91999999999996,7481.44,15.333333333333334
CR00012,2025,6,14,6830.88,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,2,Summer,72,7026.048,487.91999999999996,6830.88,14.0
CR00012,2025,7,18,8782.56,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,3,Summer,86,6993.52,487.92,5692.399999999999,11.666666666666666
CR00012,2025,8,11,5367.12,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00052,Susan Johnson,Business,12,3.43,High,Long,Average,10+,3,Summer,104,7249.097142857142,487.91999999999996,6180.32,12.666666666666666
CR00012,2025,9,15,7318.8,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00052,Susan Johnson,Business,12,3.43,High,Long,Average,10+,3,Autumn,115,7013.849999999999,487.91999999999996,6993.5199999999995,14.333333333333334
CR00012,2025,10,20,9758.4,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00040,Kimberly Miller,Cybersecurity,24,4.58,High,Long,Average,10+,4,Autumn,130,7047.733333333334,487.92,7156.159999999999,14.666666666666666
CR00012,2025,11,11,5367.12,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00042,Yolanda Levine,Machine Learning,21,4.97,High,Long,Average,10+,4,Autumn,150,7318.8,487.92,7481.44,15.333333333333334
CR00012,2025,12,12,5855.04,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,TC00040,Kimberly Miller,Cybersecurity,24,4.58,High,Long,Average,10+,4,Winter,161,7141.374545454546,487.9200000000001,7481.44,15.333333333333334
CR00013,2025,1,20,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,7562.759999999999,15.5
CR00013,2025,2,12,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Winter,20,0.0,0.0,2683.559999999999,15.5
CR00013,2025,3,23,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Spring,32,0.0,0.0,0.0,16.0
CR00013,2025,4,18,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,55,0.0,0.0,0.0,18.333333333333332
CR00013,2025,5,10,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,73,0.0,0.0,0.0,17.666666666666668
CR00013,2025,6,13,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Summer,83,0.0,0.0,0.0,17.0
CR00013,2025,7,14,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,96,0.0,0.0,0.0,13.666666666666666
CR00013,2025,8,12,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,110,0.0,0.0,0.0,12.333333333333334
CR00013,2025,9,9,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00028,Timothy Bailey,Business,3,1.06,Free,Medium,Average,3-5 years,3,Autumn,122,0.0,0.0,0.0,13.0
CR00013,2025,10,10,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00028,Timothy Bailey,Business,3,1.06,Free,Medium,Average,3-5 years,4,Autumn,131,0.0,0.0,0.0,11.666666666666666
CR00013,2025,11,14,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,4,Autumn,141,0.0,0.0,0.0,10.333333333333334
CR00013,2025,12,15,0.0,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Winter,155,0.0,0.0,0.0,11.0
CR00014,2025,1,15,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,12.0
CR00014,2025,2,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,15,0.0,0.0,0.0,14.5
CR00014,2025,3,17,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Spring,29,0.0,0.0,0.0,14.5
CR00014,2025,4,12,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Spring,46,0.0,0.0,0.0,15.333333333333334
CR00014,2025,5,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,58,0.0,0.0,0.0,14.333333333333334
CR00014,2025,6,15,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Summer,72,0.0,0.0,0.0,14.333333333333334
CR00014,2025,7,8,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,87,0.0,0.0,0.0,13.666666666666666
CR00014,2025,8,14,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Summer,95,0.0,0.0,0.0,12.333333333333334
CR00014,2025,9,18,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Autumn,109,0.0,0.0,0.0,12.333333333333334
CR00014,2025,10,16,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,127,0.0,0.0,0.0,13.333333333333334
CR00014,2025,11,21,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,4,Autumn,143,0.0,0.0,0.0,16.0
CR00014,2025,12,7,0.0,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Winter,164,0.0,0.0,0.0,18.333333333333332
CR00015,2025,1,13,3705.65,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,18.5
CR00015,2025,2,11,3135.55,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Medium,Average,10+,1,Winter,13,3705.6500000000005,285.05000000000007,1852.8249999999991,17.0
CR00015,2025,3,11,3135.55,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Medium,Average,10+,1,Spring,24,3420.6,285.05,3420.5999999999995,12.0
CR00015,2025,4,16,4560.8,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,2,Spring,35,3325.5833333333335,285.05,3325.5833333333326,11.666666666666666
CR00015,2025,5,14,3990.7000000000003,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,2,Spring,51,3634.3875,285.05,3610.633333333333,12.666666666666666
CR00015,2025,6,19,5415.95,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,2,Summer,65,3705.65,285.05,3895.683333333333,13.666666666666666
CR00015,2025,7,13,3705.65,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,3,Summer,84,3990.7000000000003,285.05,4655.816666666667,16.333333333333332
CR00015,2025,8,10,2850.5,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,3,Summer,97,3949.9785714285717,285.05,4370.7666666666655,15.333333333333334
CR00015,2025,9,18,5130.900000000001,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00042,Yolanda Levine,Machine Learning,21,4.97,Medium,Medium,Average,10+,3,Autumn,107,3812.54375,285.05,3990.699999999999,14.0
CR00015,2025,10,13,3705.65,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Medium,Average,10+,4,Autumn,125,3959.027777777778,285.05,3895.683333333333,13.666666666666666
CR00015,2025,11,13,3705.65,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Medium,Average,10+,4,Autumn,138,3933.69,285.05,3895.683333333333,13.666666666666666
CR00015,2025,12,17,4845.85,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Medium,Medium,Average,10+,4,Winter,151,3912.959090909091,285.05,4180.733333333334,14.666666666666666
CR00016,2025,1,13,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,1,Winter,0,0.0,0.0,3705.65,13.0
CR00016,2025,2,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,1,Winter,13,0.0,0.0,1852.8249999999991,13.0
CR00016,2025,3,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,1,Spring,28,0.0,0.0,0.0,14.0
CR00016,2025,4,9,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,2,Spring,37,0.0,0.0,0.0,12.333333333333334
CR00016,2025,5,7,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,2,Spring,46,0.0,0.0,0.0,11.0
CR00016,2025,6,11,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,2,Summer,53,0.0,0.0,0.0,8.333333333333334
CR00016,2025,7,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,3,Summer,64,0.0,0.0,0.0,9.0
CR00016,2025,8,16,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,3,Summer,79,0.0,0.0,0.0,11.0
CR00016,2025,9,14,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,3,Autumn,95,0.0,0.0,0.0,14.0
CR00016,2025,10,15,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Excellent,10+,4,Autumn,109,0.0,0.0,0.0,15.0
CR00016,2025,11,21,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,4,Autumn,124,0.0,0.0,0.0,15.0
CR00016,2025,12,8,0.0,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Excellent,10+,4,Winter,145,0.0,0.0,0.0,16.666666666666668
CR00017,2025,1,15,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,1,Winter,0,0.0,0.0,0.0,18.0
CR00017,2025,2,17,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Excellent,10+,1,Winter,15,0.0,0.0,0.0,18.0
CR00017,2025,3,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00029,David Webb,Artificial Intelligence,2,3.1,Free,Medium,Excellent,0-2 years,1,Spring,32,0.0,0.0,0.0,16.0
CR00017,2025,4,11,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,2,Spring,43,0.0,0.0,0.0,14.333333333333334
CR00017,2025,5,7,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,2,Spring,54,0.0,0.0,0.0,13.0
CR00017,2025,6,16,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,2,Summer,61,0.0,0.0,0.0,9.666666666666666
CR00017,2025,7,8,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,3,Summer,77,0.0,0.0,0.0,11.333333333333334
CR00017,2025,8,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Excellent,10+,3,Summer,85,0.0,0.0,0.0,10.333333333333334
CR00017,2025,9,18,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00030,David Aguirre,Artificial Intelligence,6,3.01,Free,Medium,Excellent,6-10 years,3,Autumn,103,0.0,0.0,0.0,14.0
CR00017,2025,10,10,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Excellent,10+,4,Autumn,121,0.0,0.0,0.0,14.666666666666666
CR00017,2025,11,14,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Excellent,10+,4,Autumn,131,0.0,0.0,0.0,15.333333333333334
CR00017,2025,12,13,0.0,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Excellent,10+,4,Winter,145,0.0,0.0,0.0,14.0
CR00018,2025,1,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,12.0
CR00018,2025,2,8,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,1,Winter,12,0.0,0.0,0.0,13.0
CR00018,2025,3,12,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Spring,20,0.0,0.0,0.0,10.0
CR00018,2025,4,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Spring,32,0.0,0.0,0.0,10.666666666666666
CR00018,2025,5,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,49,0.0,0.0,0.0,12.333333333333334
CR00018,2025,6,17,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Summer,64,0.0,0.0,0.0,14.666666666666666
CR00018,2025,7,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,81,0.0,0.0,0.0,16.333333333333332
CR00018,2025,8,16,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00060,Benjamin Gray,Project Management,14,3.32,Free,Medium,Average,10+,3,Summer,94,0.0,0.0,0.0,15.0
CR00018,2025,9,13,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00048,Theresa Gonzalez,Finance,7,3.18,Free,Medium,Average,6-10 years,3,Autumn,110,0.0,0.0,0.0,15.333333333333334
CR00018,2025,10,15,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,123,0.0,0.0,0.0,14.0
CR00018,2025,11,14,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,138,0.0,0.0,0.0,14.666666666666666
CR00018,2025,12,11,0.0,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,TC00015,John Armstrong,Data Science,7,3.07,Free,Medium,Average,6-10 years,4,Winter,152,0.0,0.0,0.0,14.0
CR00019,2025,1,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,0,0.0,0.0,0.0,14.5
CR00019,2025,2,9,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Winter,15,0.0,0.0,0.0,14.5
CR00019,2025,3,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,1,Spring,24,0.0,0.0,0.0,12.0
CR00019,2025,4,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Spring,39,0.0,0.0,0.0,13.0
CR00019,2025,5,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,2,Spring,52,0.0,0.0,0.0,12.333333333333334
CR00019,2025,6,20,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,2,Summer,72,0.0,0.0,0.0,16.0
CR00019,2025,7,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Summer,92,0.0,0.0,0.0,17.666666666666668
CR00019,2025,8,12,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,3,Summer,107,0.0,0.0,0.0,18.333333333333332
CR00019,2025,9,14,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,3,Autumn,119,0.0,0.0,0.0,15.666666666666666
CR00019,2025,10,13,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Autumn,133,0.0,0.0,0.0,13.666666666666666
CR00019,2025,11,16,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Medium,Average,10+,4,Autumn,146,0.0,0.0,0.0,13.0
CR00019,2025,12,15,0.0,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Medium,Average,10+,4,Winter,162,0.0,0.0,0.0,14.333333333333334
CR00020,2025,1,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,TC00042,Yolanda Levine,Machine Learning,21,4.97,Free,Long,Good,10+,1,Winter,0,0.0,0.0,0.0,14.5
CR00020,2025,2,10,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,TC00040,Kimberly Miller,Cybersecurity,24,4.58,Free,Long,Good,10+,1,Winter,13,0.0,0.0,0.0,14.5
CR00020,2025,3,13,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,TC00045,Emily Gutierrez,Web Development,5,1.07,Free,Long,Good,3-5 years,1,Spring,23,0.0,0.0,0.0,11.5
CR00020,2025,4,8,0.0,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,TC00030,David Aguirre,Artificial Intelligence,6,3.01,Free,Long,Good,6-10 years,2,Spring,36,0.0,0.0,0.0,12.0
